date,district,feeder_name,availability_hrs,consumption_mwh,feeder_type,day_of_week,month,lag1_avail,lag2_avail,lag3_avail,yesterday_full
2021-05-23,AGBARA,GUINEA (BETA) GLASS,24.0,23.599999999999994,Industrial,6,5,23.0,24.0,24.0,0
2021-05-24,AGBARA,GUINEA (BETA) GLASS,24.0,23.0,Industrial,0,5,24.0,23.0,24.0,1
2021-05-25,AGBARA,GUINEA (BETA) GLASS,24.0,26.30000000000001,Industrial,1,5,24.0,24.0,23.0,1
2021-05-26,AGBARA,GUINEA (BETA) GLASS,21.0,21.8,Industrial,2,5,24.0,24.0,24.0,1
2021-05-27,AGBARA,GUINEA (BETA) GLASS,24.0,46.8,Industrial,3,5,21.0,24.0,24.0,0
2021-05-28,AGBARA,GUINEA (BETA) GLASS,24.0,25.299999999999997,Industrial,4,5,24.0,21.0,24.0,1
2021-05-29,AGBARA,GUINEA (BETA) GLASS,24.0,24.7,Industrial,5,5,24.0,24.0,21.0,1
2021-05-30,AGBARA,GUINEA (BETA) GLASS,24.0,24.5,Industrial,6,5,24.0,24.0,24.0,1
2021-05-31,AGBARA,GUINEA (BETA) GLASS,24.0,26.299999999999997,Industrial,0,5,24.0,24.0,24.0,1
2021-06-01,AGBARA,GUINEA (BETA) GLASS,24.0,25.599999999999998,Industrial,1,6,24.0,24.0,24.0,1
2021-06-02,AGBARA,GUINEA (BETA) GLASS,24.0,25.800000000000008,Industrial,2,6,24.0,24.0,24.0,1
2021-06-03,AGBARA,GUINEA (BETA) GLASS,24.0,26.1,Industrial,3,6,24.0,24.0,24.0,1
2021-06-04,AGBARA,GUINEA (BETA) GLASS,24.0,40.0,Industrial,4,6,24.0,24.0,24.0,1
2021-06-05,AGBARA,GUINEA (BETA) GLASS,24.0,58.50000000000001,Industrial,5,6,24.0,24.0,24.0,1
2021-06-06,AGBARA,GUINEA (BETA) GLASS,24.0,53.59999999999999,Industrial,6,6,24.0,24.0,24.0,1
2021-06-07,AGBARA,GUINEA (BETA) GLASS,24.0,56.800000000000026,Industrial,0,6,24.0,24.0,24.0,1
2021-06-08,AGBARA,GUINEA (BETA) GLASS,24.0,51.3,Industrial,1,6,24.0,24.0,24.0,1
2021-06-09,AGBARA,GUINEA (BETA) GLASS,24.0,59.70000000000002,Industrial,2,6,24.0,24.0,24.0,1
2021-06-10,AGBARA,GUINEA (BETA) GLASS,24.0,60.300000000000026,Industrial,3,6,24.0,24.0,24.0,1
2021-06-11,AGBARA,GUINEA (BETA) GLASS,24.0,62.0,Industrial,4,6,24.0,24.0,24.0,1
2021-06-12,AGBARA,GUINEA (BETA) GLASS,24.0,58.29999999999999,Industrial,5,6,24.0,24.0,24.0,1
2021-06-13,AGBARA,GUINEA (BETA) GLASS,24.0,58.9,Industrial,6,6,24.0,24.0,24.0,1
2021-06-14,AGBARA,GUINEA (BETA) GLASS,24.0,61.600000000000016,Industrial,0,6,24.0,24.0,24.0,1
2021-06-15,AGBARA,GUINEA (BETA) GLASS,24.0,64.19999999999999,Industrial,1,6,24.0,24.0,24.0,1
2021-06-16,AGBARA,GUINEA (BETA) GLASS,24.0,65.00000000000001,Industrial,2,6,24.0,24.0,24.0,1
2021-06-17,AGBARA,GUINEA (BETA) GLASS,24.0,64.30000000000001,Industrial,3,6,24.0,24.0,24.0,1
2021-06-18,AGBARA,GUINEA (BETA) GLASS,24.0,64.30000000000004,Industrial,4,6,24.0,24.0,24.0,1
2021-06-19,AGBARA,GUINEA (BETA) GLASS,24.0,64.80000000000001,Industrial,5,6,24.0,24.0,24.0,1
2021-06-20,AGBARA,GUINEA (BETA) GLASS,24.0,64.20000000000002,Industrial,6,6,24.0,24.0,24.0,1
2021-06-21,AGBARA,GUINEA (BETA) GLASS,24.0,63.000000000000014,Industrial,0,6,24.0,24.0,24.0,1
2021-06-22,AGBARA,GUINEA (BETA) GLASS,24.0,66.39999999999999,Industrial,1,6,24.0,24.0,24.0,1
2021-06-23,AGBARA,GUINEA (BETA) GLASS,23.0,59.9,Industrial,2,6,24.0,24.0,24.0,1
2021-06-24,AGBARA,GUINEA (BETA) GLASS,24.0,62.900000000000006,Industrial,3,6,23.0,24.0,24.0,0
2021-06-25,AGBARA,GUINEA (BETA) GLASS,24.0,62.39999999999999,Industrial,4,6,24.0,23.0,24.0,1
2021-06-26,AGBARA,GUINEA (BETA) GLASS,24.0,63.90000000000001,Industrial,5,6,24.0,24.0,23.0,1
2021-06-27,AGBARA,GUINEA (BETA) GLASS,24.0,65.5,Industrial,6,6,24.0,24.0,24.0,1
2021-06-28,AGBARA,GUINEA (BETA) GLASS,22.0,59.900000000000006,Industrial,0,6,24.0,24.0,24.0,1
2021-06-29,AGBARA,GUINEA (BETA) GLASS,24.0,61.69000000000001,Industrial,1,6,22.0,24.0,24.0,0
2021-06-30,AGBARA,GUINEA (BETA) GLASS,24.0,66.49999999999999,Industrial,2,6,24.0,22.0,24.0,1
2021-07-01,AGBARA,GUINEA (BETA) GLASS,24.0,67.79999999999998,Industrial,3,7,24.0,24.0,22.0,1
2021-07-02,AGBARA,GUINEA (BETA) GLASS,24.0,66.3,Industrial,4,7,24.0,24.0,24.0,1
2021-07-03,AGBARA,GUINEA (BETA) GLASS,24.0,66.09999999999998,Industrial,5,7,24.0,24.0,24.0,1
2021-07-04,AGBARA,GUINEA (BETA) GLASS,24.0,64.10000000000001,Industrial,6,7,24.0,24.0,24.0,1
2021-07-05,AGBARA,GUINEA (BETA) GLASS,23.0,54.69999999999999,Industrial,0,7,24.0,24.0,24.0,1
2021-07-06,AGBARA,GUINEA (BETA) GLASS,24.0,67.29999999999998,Industrial,1,7,23.0,24.0,24.0,0
2021-07-07,AGBARA,GUINEA (BETA) GLASS,24.0,60.9,Industrial,2,7,24.0,23.0,24.0,1
2021-07-08,AGBARA,GUINEA (BETA) GLASS,24.0,64.99999999999997,Industrial,3,7,24.0,24.0,23.0,1
2021-07-09,AGBARA,GUINEA (BETA) GLASS,24.0,70.29999999999998,Industrial,4,7,24.0,24.0,24.0,1
2021-07-10,AGBARA,GUINEA (BETA) GLASS,24.0,64.39999999999998,Industrial,5,7,24.0,24.0,24.0,1
2021-07-11,AGBARA,GUINEA (BETA) GLASS,24.0,64.40000000000002,Industrial,6,7,24.0,24.0,24.0,1
2021-07-12,AGBARA,GUINEA (BETA) GLASS,24.0,64.30000000000003,Industrial,0,7,24.0,24.0,24.0,1
2021-07-13,AGBARA,GUINEA (BETA) GLASS,24.0,60.8,Industrial,1,7,24.0,24.0,24.0,1
2021-07-14,AGBARA,GUINEA (BETA) GLASS,24.0,62.600000000000016,Industrial,2,7,24.0,24.0,24.0,1
2021-07-15,AGBARA,GUINEA (BETA) GLASS,24.0,63.500000000000014,Industrial,3,7,24.0,24.0,24.0,1
2021-07-16,AGBARA,GUINEA (BETA) GLASS,24.0,63.3,Industrial,4,7,24.0,24.0,24.0,1
2021-07-17,AGBARA,GUINEA (BETA) GLASS,24.0,59.29999999999999,Industrial,5,7,24.0,24.0,24.0,1
2021-07-18,AGBARA,GUINEA (BETA) GLASS,24.0,60.90000000000001,Industrial,6,7,24.0,24.0,24.0,1
2021-07-19,AGBARA,GUINEA (BETA) GLASS,24.0,62.59999999999999,Industrial,0,7,24.0,24.0,24.0,1
2021-07-20,AGBARA,GUINEA (BETA) GLASS,24.0,60.10000000000001,Industrial,1,7,24.0,24.0,24.0,1
2021-07-21,AGBARA,GUINEA (BETA) GLASS,24.0,63.20000000000002,Industrial,2,7,24.0,24.0,24.0,1
2021-07-22,AGBARA,GUINEA (BETA) GLASS,24.0,60.3,Industrial,3,7,24.0,24.0,24.0,1
2021-07-23,AGBARA,GUINEA (BETA) GLASS,24.0,60.90000000000002,Industrial,4,7,24.0,24.0,24.0,1
2021-07-24,AGBARA,GUINEA (BETA) GLASS,24.0,63.200000000000024,Industrial,5,7,24.0,24.0,24.0,1
2021-07-25,AGBARA,GUINEA (BETA) GLASS,24.0,65.10000000000002,Industrial,6,7,24.0,24.0,24.0,1
2021-07-26,AGBARA,GUINEA (BETA) GLASS,24.0,65.0,Industrial,0,7,24.0,24.0,24.0,1
2021-07-27,AGBARA,GUINEA (BETA) GLASS,24.0,51.7,Industrial,1,7,24.0,24.0,24.0,1
2021-07-28,AGBARA,GUINEA (BETA) GLASS,21.0,45.6,Industrial,2,7,24.0,24.0,24.0,1
2021-07-29,AGBARA,GUINEA (BETA) GLASS,18.0,50.40000000000001,Industrial,3,7,21.0,24.0,24.0,0
2021-07-30,AGBARA,GUINEA (BETA) GLASS,24.0,74.10000000000002,Industrial,4,7,18.0,21.0,24.0,0
2021-07-31,AGBARA,GUINEA (BETA) GLASS,24.0,73.60000000000002,Industrial,5,7,24.0,18.0,21.0,1
2021-08-01,AGBARA,GUINEA (BETA) GLASS,24.0,73.89999999999999,Industrial,6,8,24.0,24.0,18.0,1
2021-08-02,AGBARA,GUINEA (BETA) GLASS,24.0,75.6,Industrial,0,8,24.0,24.0,24.0,1
2021-08-03,AGBARA,GUINEA (BETA) GLASS,24.0,75.30000000000001,Industrial,1,8,24.0,24.0,24.0,1
2021-08-04,AGBARA,GUINEA (BETA) GLASS,24.0,75.10000000000004,Industrial,2,8,24.0,24.0,24.0,1
2021-08-05,AGBARA,GUINEA (BETA) GLASS,24.0,74.1,Industrial,3,8,24.0,24.0,24.0,1
2021-08-06,AGBARA,GUINEA (BETA) GLASS,24.0,74.60000000000002,Industrial,4,8,24.0,24.0,24.0,1
2021-08-07,AGBARA,GUINEA (BETA) GLASS,24.0,74.50000000000001,Industrial,5,8,24.0,24.0,24.0,1
2021-08-08,AGBARA,GUINEA (BETA) GLASS,24.0,72.39999999999999,Industrial,6,8,24.0,24.0,24.0,1
2021-08-09,AGBARA,GUINEA (BETA) GLASS,14.0,41.6,Industrial,0,8,24.0,24.0,24.0,1
2021-08-10,AGBARA,GUINEA (BETA) GLASS,24.0,70.59999999999998,Industrial,1,8,14.0,24.0,24.0,0
2021-08-11,AGBARA,GUINEA (BETA) GLASS,24.0,75.2,Industrial,2,8,24.0,14.0,24.0,1
2021-08-12,AGBARA,GUINEA (BETA) GLASS,24.0,77.6,Industrial,3,8,24.0,24.0,14.0,1
2021-08-13,AGBARA,GUINEA (BETA) GLASS,24.0,74.0,Industrial,4,8,24.0,24.0,24.0,1
2021-08-14,AGBARA,GUINEA (BETA) GLASS,24.0,74.1,Industrial,5,8,24.0,24.0,24.0,1
2021-08-15,AGBARA,GUINEA (BETA) GLASS,16.0,49.80000000000001,Industrial,6,8,24.0,24.0,24.0,1
2021-08-16,AGBARA,GUINEA (BETA) GLASS,24.0,82.4,Industrial,0,8,16.0,24.0,24.0,0
2021-08-17,AGBARA,GUINEA (BETA) GLASS,24.0,82.7,Industrial,1,8,24.0,16.0,24.0,1
2021-08-18,AGBARA,GUINEA (BETA) GLASS,13.0,41.9,Industrial,2,8,24.0,24.0,16.0,1
2021-08-19,AGBARA,GUINEA (BETA) GLASS,24.0,74.10000000000002,Industrial,3,8,13.0,24.0,24.0,0
2021-08-20,AGBARA,GUINEA (BETA) GLASS,15.0,48.2,Industrial,4,8,24.0,13.0,24.0,1
2021-08-21,AGBARA,GUINEA (BETA) GLASS,0.0,0.0,Industrial,5,8,15.0,24.0,13.0,0
2021-08-22,AGBARA,GUINEA (BETA) GLASS,0.0,0.0,Industrial,6,8,0.0,15.0,24.0,0
2021-08-23,AGBARA,GUINEA (BETA) GLASS,6.0,17.3,Industrial,0,8,0.0,0.0,15.0,0
2021-08-24,AGBARA,GUINEA (BETA) GLASS,24.0,73.3,Industrial,1,8,6.0,0.0,0.0,0
2021-08-25,AGBARA,GUINEA (BETA) GLASS,24.0,70.80000000000001,Industrial,2,8,24.0,6.0,0.0,1
2021-08-26,AGBARA,GUINEA (BETA) GLASS,24.0,72.7,Industrial,3,8,24.0,24.0,6.0,1
2021-08-27,AGBARA,GUINEA (BETA) GLASS,24.0,73.60000000000001,Industrial,4,8,24.0,24.0,24.0,1
2021-08-28,AGBARA,GUINEA (BETA) GLASS,24.0,70.3,Industrial,5,8,24.0,24.0,24.0,1
2021-08-29,AGBARA,GUINEA (BETA) GLASS,24.0,72.00000000000001,Industrial,6,8,24.0,24.0,24.0,1
2021-08-30,AGBARA,GUINEA (BETA) GLASS,21.0,62.80000000000001,Industrial,0,8,24.0,24.0,24.0,1
2021-08-31,AGBARA,GUINEA (BETA) GLASS,15.0,42.199999999999996,Industrial,1,8,21.0,24.0,24.0,0
2021-09-01,AGBARA,GUINEA (BETA) GLASS,24.0,70.19999999999999,Industrial,2,9,15.0,21.0,24.0,0
2021-09-02,AGBARA,GUINEA (BETA) GLASS,24.0,71.80000000000001,Industrial,3,9,24.0,15.0,21.0,1
2021-09-03,AGBARA,GUINEA (BETA) GLASS,24.0,75.40000000000002,Industrial,4,9,24.0,24.0,15.0,1
2021-09-04,AGBARA,GUINEA (BETA) GLASS,24.0,74.80000000000001,Industrial,5,9,24.0,24.0,24.0,1
2021-09-05,AGBARA,GUINEA (BETA) GLASS,24.0,75.50000000000003,Industrial,6,9,24.0,24.0,24.0,1
2021-09-06,AGBARA,GUINEA (BETA) GLASS,24.0,77.39999999999999,Industrial,0,9,24.0,24.0,24.0,1
2021-09-07,AGBARA,GUINEA (BETA) GLASS,21.0,69.0,Industrial,1,9,24.0,24.0,24.0,1
2021-09-08,AGBARA,GUINEA (BETA) GLASS,24.0,75.00000000000001,Industrial,2,9,21.0,24.0,24.0,0
2021-09-09,AGBARA,GUINEA (BETA) GLASS,23.0,69.29999999999998,Industrial,3,9,24.0,21.0,24.0,1
2021-09-10,AGBARA,GUINEA (BETA) GLASS,23.0,72.00000000000001,Industrial,4,9,23.0,24.0,21.0,0
2021-09-11,AGBARA,GUINEA (BETA) GLASS,23.0,73.80000000000003,Industrial,5,9,23.0,23.0,24.0,0
2021-09-12,AGBARA,GUINEA (BETA) GLASS,24.0,77.89999999999998,Industrial,6,9,23.0,23.0,23.0,0
2021-09-13,AGBARA,GUINEA (BETA) GLASS,24.0,75.50000000000001,Industrial,0,9,24.0,23.0,23.0,1
2021-09-14,AGBARA,GUINEA (BETA) GLASS,24.0,83.29999999999998,Industrial,1,9,24.0,24.0,23.0,1
2021-09-15,AGBARA,GUINEA (BETA) GLASS,21.0,77.10000000000002,Industrial,2,9,24.0,24.0,24.0,1
2021-09-16,AGBARA,GUINEA (BETA) GLASS,24.0,79.79999999999997,Industrial,3,9,21.0,24.0,24.0,0
2021-09-17,AGBARA,GUINEA (BETA) GLASS,24.0,77.3,Industrial,4,9,24.0,21.0,24.0,1
2021-09-18,AGBARA,GUINEA (BETA) GLASS,24.0,79.60000000000001,Industrial,5,9,24.0,24.0,21.0,1
2021-09-19,AGBARA,GUINEA (BETA) GLASS,23.0,75.8,Industrial,6,9,24.0,24.0,24.0,1
2021-09-20,AGBARA,GUINEA (BETA) GLASS,24.0,85.10000000000001,Industrial,0,9,23.0,24.0,24.0,0
2021-09-21,AGBARA,GUINEA (BETA) GLASS,24.0,76.80000000000003,Industrial,1,9,24.0,23.0,24.0,1
2021-09-22,AGBARA,GUINEA (BETA) GLASS,24.0,74.6,Industrial,2,9,24.0,24.0,23.0,1
2021-09-23,AGBARA,GUINEA (BETA) GLASS,24.0,93.29999999999998,Industrial,3,9,24.0,24.0,24.0,1
2021-09-24,AGBARA,GUINEA (BETA) GLASS,24.0,98.59999999999997,Industrial,4,9,24.0,24.0,24.0,1
2021-09-25,AGBARA,GUINEA (BETA) GLASS,24.0,99.40000000000003,Industrial,5,9,24.0,24.0,24.0,1
2021-09-26,AGBARA,GUINEA (BETA) GLASS,24.0,86.7,Industrial,6,9,24.0,24.0,24.0,1
2021-09-27,AGBARA,GUINEA (BETA) GLASS,24.0,78.20000000000002,Industrial,0,9,24.0,24.0,24.0,1
2021-09-28,AGBARA,GUINEA (BETA) GLASS,24.0,77.09999999999997,Industrial,1,9,24.0,24.0,24.0,1
2021-09-29,AGBARA,GUINEA (BETA) GLASS,24.0,73.10000000000001,Industrial,2,9,24.0,24.0,24.0,1
2021-09-30,AGBARA,GUINEA (BETA) GLASS,24.0,76.79999999999998,Industrial,3,9,24.0,24.0,24.0,1
2021-10-01,AGBARA,GUINEA (BETA) GLASS,24.0,75.30000000000001,Industrial,4,10,24.0,24.0,24.0,1
2021-10-02,AGBARA,GUINEA (BETA) GLASS,24.0,77.6,Industrial,5,10,24.0,24.0,24.0,1
2021-10-03,AGBARA,GUINEA (BETA) GLASS,24.0,77.30000000000003,Industrial,6,10,24.0,24.0,24.0,1
2021-10-04,AGBARA,GUINEA (BETA) GLASS,24.0,77.10000000000002,Industrial,0,10,24.0,24.0,24.0,1
2021-10-05,AGBARA,GUINEA (BETA) GLASS,20.0,61.2,Industrial,1,10,24.0,24.0,24.0,1
2021-10-06,AGBARA,GUINEA (BETA) GLASS,24.0,80.3,Industrial,2,10,20.0,24.0,24.0,0
2021-10-07,AGBARA,GUINEA (BETA) GLASS,24.0,80.80000000000001,Industrial,3,10,24.0,20.0,24.0,1
2021-10-08,AGBARA,GUINEA (BETA) GLASS,22.0,73.1,Industrial,4,10,24.0,24.0,20.0,1
2021-10-09,AGBARA,GUINEA (BETA) GLASS,24.0,80.69999999999997,Industrial,5,10,22.0,24.0,24.0,0
2021-10-10,AGBARA,GUINEA (BETA) GLASS,24.0,79.10000000000002,Industrial,6,10,24.0,22.0,24.0,1
2021-10-11,AGBARA,GUINEA (BETA) GLASS,24.0,79.79999999999997,Industrial,0,10,24.0,24.0,22.0,1
2021-10-12,AGBARA,GUINEA (BETA) GLASS,24.0,77.6,Industrial,1,10,24.0,24.0,24.0,1
2021-10-13,AGBARA,GUINEA (BETA) GLASS,24.0,80.19999999999999,Industrial,2,10,24.0,24.0,24.0,1
2021-10-14,AGBARA,GUINEA (BETA) GLASS,24.0,90.79999999999998,Industrial,3,10,24.0,24.0,24.0,1
2021-10-15,AGBARA,GUINEA (BETA) GLASS,24.0,97.4,Industrial,4,10,24.0,24.0,24.0,1
2021-10-16,AGBARA,GUINEA (BETA) GLASS,24.0,76.50000000000001,Industrial,5,10,24.0,24.0,24.0,1
2021-10-17,AGBARA,GUINEA (BETA) GLASS,24.0,77.60000000000001,Industrial,6,10,24.0,24.0,24.0,1
2021-10-18,AGBARA,GUINEA (BETA) GLASS,24.0,75.7,Industrial,0,10,24.0,24.0,24.0,1
2021-10-19,AGBARA,GUINEA (BETA) GLASS,24.0,78.2,Industrial,1,10,24.0,24.0,24.0,1
2021-10-20,AGBARA,GUINEA (BETA) GLASS,24.0,78.1,Industrial,2,10,24.0,24.0,24.0,1
2021-10-21,AGBARA,GUINEA (BETA) GLASS,24.0,78.1,Industrial,3,10,24.0,24.0,24.0,1
2021-10-22,AGBARA,GUINEA (BETA) GLASS,24.0,79.89999999999998,Industrial,4,10,24.0,24.0,24.0,1
2021-10-23,AGBARA,GUINEA (BETA) GLASS,17.0,54.6,Industrial,5,10,24.0,24.0,24.0,1
2021-10-24,AGBARA,GUINEA (BETA) GLASS,23.0,74.39999999999999,Industrial,6,10,17.0,24.0,24.0,0
2021-10-25,AGBARA,GUINEA (BETA) GLASS,24.0,81.29999999999998,Industrial,0,10,23.0,17.0,24.0,0
2021-10-26,AGBARA,GUINEA (BETA) GLASS,24.0,102.70000000000003,Industrial,1,10,24.0,23.0,17.0,1
2021-10-27,AGBARA,GUINEA (BETA) GLASS,24.0,107.69999999999997,Industrial,2,10,24.0,24.0,23.0,1
2021-10-28,AGBARA,GUINEA (BETA) GLASS,24.0,101.49999999999999,Industrial,3,10,24.0,24.0,24.0,1
2021-10-29,AGBARA,GUINEA (BETA) GLASS,24.0,80.2,Industrial,4,10,24.0,24.0,24.0,1
2021-10-30,AGBARA,GUINEA (BETA) GLASS,23.0,82.36999999999999,Industrial,5,10,24.0,24.0,24.0,1
2021-10-31,AGBARA,GUINEA (BETA) GLASS,24.0,82.19999999999999,Industrial,6,10,23.0,24.0,24.0,0
2021-11-01,AGBARA,GUINEA (BETA) GLASS,24.0,83.9,Industrial,0,11,24.0,23.0,24.0,1
2021-11-02,AGBARA,GUINEA (BETA) GLASS,24.0,97.60000000000002,Industrial,1,11,24.0,24.0,23.0,1
2021-11-03,AGBARA,GUINEA (BETA) GLASS,24.0,113.49999999999999,Industrial,2,11,24.0,24.0,24.0,1
2021-11-04,AGBARA,GUINEA (BETA) GLASS,24.0,117.40000000000003,Industrial,3,11,24.0,24.0,24.0,1
2021-11-05,AGBARA,GUINEA (BETA) GLASS,24.0,115.6,Industrial,4,11,24.0,24.0,24.0,1
2021-11-06,AGBARA,GUINEA (BETA) GLASS,24.0,116.50000000000001,Industrial,5,11,24.0,24.0,24.0,1
2021-11-07,AGBARA,GUINEA (BETA) GLASS,17.0,81.79999999999998,Industrial,6,11,24.0,24.0,24.0,1
2021-11-08,AGBARA,GUINEA (BETA) GLASS,11.0,55.9,Industrial,0,11,17.0,24.0,24.0,0
2021-11-09,AGBARA,GUINEA (BETA) GLASS,23.0,112.10000000000001,Industrial,1,11,11.0,17.0,24.0,0
2021-11-10,AGBARA,GUINEA (BETA) GLASS,23.0,110.7,Industrial,2,11,23.0,11.0,17.0,0
2021-11-11,AGBARA,GUINEA (BETA) GLASS,24.0,112.1,Industrial,3,11,23.0,23.0,11.0,0
2021-11-12,AGBARA,GUINEA (BETA) GLASS,24.0,115.60000000000001,Industrial,4,11,24.0,23.0,23.0,1
2021-11-13,AGBARA,GUINEA (BETA) GLASS,24.0,114.79999999999998,Industrial,5,11,24.0,24.0,23.0,1
2021-11-14,AGBARA,GUINEA (BETA) GLASS,24.0,114.2,Industrial,6,11,24.0,24.0,24.0,1
2021-11-15,AGBARA,GUINEA (BETA) GLASS,24.0,113.0,Industrial,0,11,24.0,24.0,24.0,1
2021-11-16,AGBARA,GUINEA (BETA) GLASS,24.0,115.0,Industrial,1,11,24.0,24.0,24.0,1
2021-11-17,AGBARA,GUINEA (BETA) GLASS,24.0,112.39999999999999,Industrial,2,11,24.0,24.0,24.0,1
2021-11-18,AGBARA,GUINEA (BETA) GLASS,24.0,114.09999999999998,Industrial,3,11,24.0,24.0,24.0,1
2021-11-19,AGBARA,GUINEA (BETA) GLASS,24.0,113.7,Industrial,4,11,24.0,24.0,24.0,1
2021-11-20,AGBARA,GUINEA (BETA) GLASS,24.0,110.1,Industrial,5,11,24.0,24.0,24.0,1
2021-11-21,AGBARA,GUINEA (BETA) GLASS,24.0,93.34,Industrial,6,11,24.0,24.0,24.0,1
2021-11-22,AGBARA,GUINEA (BETA) GLASS,24.0,94.1,Industrial,0,11,24.0,24.0,24.0,1
2021-11-23,AGBARA,GUINEA (BETA) GLASS,22.0,81.60000000000001,Industrial,1,11,24.0,24.0,24.0,1
2021-11-24,AGBARA,GUINEA (BETA) GLASS,24.0,94.80000000000001,Industrial,2,11,22.0,24.0,24.0,0
2021-11-25,AGBARA,GUINEA (BETA) GLASS,24.0,81.5,Industrial,3,11,24.0,22.0,24.0,1
2021-11-26,AGBARA,GUINEA (BETA) GLASS,24.0,58.699999999999996,Industrial,4,11,24.0,24.0,22.0,1
2021-11-27,AGBARA,GUINEA (BETA) GLASS,24.0,58.800000000000004,Industrial,5,11,24.0,24.0,24.0,1
2021-11-28,AGBARA,GUINEA (BETA) GLASS,24.0,55.099999999999994,Industrial,6,11,24.0,24.0,24.0,1
2021-11-29,AGBARA,GUINEA (BETA) GLASS,24.0,57.09999999999998,Industrial,0,11,24.0,24.0,24.0,1
2021-11-30,AGBARA,GUINEA (BETA) GLASS,24.0,68.80000000000001,Industrial,1,11,24.0,24.0,24.0,1
2019-01-04,APAPA,NAVAL BASE,0.0,0.0,Industrial,4,1,0.0,0.0,0.0,0
2019-01-05,APAPA,NAVAL BASE,0.0,0.0,Industrial,5,1,0.0,0.0,0.0,0
2019-01-06,APAPA,NAVAL BASE,0.0,0.0,Industrial,6,1,0.0,0.0,0.0,0
2019-01-07,APAPA,NAVAL BASE,0.0,0.0,Industrial,0,1,0.0,0.0,0.0,0
2019-01-08,APAPA,NAVAL BASE,0.0,0.0,Industrial,1,1,0.0,0.0,0.0,0
2019-01-09,APAPA,NAVAL BASE,0.0,0.0,Industrial,2,1,0.0,0.0,0.0,0
2019-01-10,APAPA,NAVAL BASE,0.0,0.0,Industrial,3,1,0.0,0.0,0.0,0
2019-01-11,APAPA,NAVAL BASE,0.0,0.0,Industrial,4,1,0.0,0.0,0.0,0
2019-01-12,APAPA,NAVAL BASE,0.0,0.0,Industrial,5,1,0.0,0.0,0.0,0
2019-01-13,APAPA,NAVAL BASE,0.0,0.0,Industrial,6,1,0.0,0.0,0.0,0
2019-01-14,APAPA,NAVAL BASE,0.0,0.0,Industrial,0,1,0.0,0.0,0.0,0
2019-01-15,APAPA,NAVAL BASE,0.0,0.0,Industrial,1,1,0.0,0.0,0.0,0
2019-01-16,APAPA,NAVAL BASE,0.0,0.0,Industrial,2,1,0.0,0.0,0.0,0
2019-01-17,APAPA,NAVAL BASE,0.0,0.0,Industrial,3,1,0.0,0.0,0.0,0
2019-01-18,APAPA,NAVAL BASE,0.0,0.0,Industrial,4,1,0.0,0.0,0.0,0
2019-01-19,APAPA,NAVAL BASE,0.0,0.0,Industrial,5,1,0.0,0.0,0.0,0
2019-01-20,APAPA,NAVAL BASE,0.0,0.0,Industrial,6,1,0.0,0.0,0.0,0
2019-01-21,APAPA,NAVAL BASE,0.0,0.0,Industrial,0,1,0.0,0.0,0.0,0
2019-01-22,APAPA,NAVAL BASE,0.0,0.0,Industrial,1,1,0.0,0.0,0.0,0
2019-01-23,APAPA,NAVAL BASE,0.0,0.0,Industrial,2,1,0.0,0.0,0.0,0
2019-01-24,APAPA,NAVAL BASE,0.0,0.0,Industrial,3,1,0.0,0.0,0.0,0
2019-01-25,APAPA,NAVAL BASE,0.0,0.0,Industrial,4,1,0.0,0.0,0.0,0
2019-01-26,APAPA,NAVAL BASE,0.0,0.0,Industrial,5,1,0.0,0.0,0.0,0
2019-01-27,APAPA,NAVAL BASE,0.0,0.0,Industrial,6,1,0.0,0.0,0.0,0
2019-01-28,APAPA,NAVAL BASE,0.0,0.0,Industrial,0,1,0.0,0.0,0.0,0
2019-01-29,APAPA,NAVAL BASE,0.0,0.0,Industrial,1,1,0.0,0.0,0.0,0
2019-01-30,APAPA,NAVAL BASE,0.0,0.0,Industrial,2,1,0.0,0.0,0.0,0
2019-01-31,APAPA,NAVAL BASE,0.0,0.0,Industrial,3,1,0.0,0.0,0.0,0
2019-02-01,APAPA,NAVAL BASE,0.0,0.0,Industrial,4,2,0.0,0.0,0.0,0
2019-02-02,APAPA,NAVAL BASE,0.0,0.0,Industrial,5,2,0.0,0.0,0.0,0
2019-02-03,APAPA,NAVAL BASE,0.0,0.0,Industrial,6,2,0.0,0.0,0.0,0
2019-02-04,APAPA,NAVAL BASE,0.0,0.0,Industrial,0,2,0.0,0.0,0.0,0
2019-02-05,APAPA,NAVAL BASE,0.0,0.0,Industrial,1,2,0.0,0.0,0.0,0
2019-02-06,APAPA,NAVAL BASE,0.0,0.0,Industrial,2,2,0.0,0.0,0.0,0
2019-02-07,APAPA,NAVAL BASE,0.0,0.0,Industrial,3,2,0.0,0.0,0.0,0
2019-02-08,APAPA,NAVAL BASE,0.0,0.0,Industrial,4,2,0.0,0.0,0.0,0
2019-02-09,APAPA,NAVAL BASE,0.0,0.0,Industrial,5,2,0.0,0.0,0.0,0
2019-02-10,APAPA,NAVAL BASE,0.0,0.0,Industrial,6,2,0.0,0.0,0.0,0
2019-02-11,APAPA,NAVAL BASE,0.0,0.0,Industrial,0,2,0.0,0.0,0.0,0
2019-02-12,APAPA,NAVAL BASE,0.0,0.0,Industrial,1,2,0.0,0.0,0.0,0
